Age,,Height (cm),Weight (kg),,Workout Duration (mins),,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%)
50,,166,110,,59,,170,3827,12.87,High,5.8,1.9,1652,66,38.4,28.5
28,,155,118,,117,,102,15615,13.27,Low,4.9,1.9,3319,57,38.4,28.5
40,,165,113,,56,,93,3984,12.95,Medium,6.3,1.9,2841,81,38.4,28.5
35,,186,100,,16,,159,4165,7.05,Medium,8.3,1.9,3774,55,38.4,28.5
47,,183,101,,113,,115,17088,7.34,Medium,9.1,1.9,1726,68,38.4,28.5
36,,163,57,,18,,94,16351,8.08,Medium,5.4,1.9,3526,85,38.4,28.5
48,,186,86,,82,,81,12558,7.21,Medium,5.5,1.9,1910,77,38.4,28.5
39,,184,60,,42,,95,14314,10.99,Medium,8.6,1.9,3851,64,38.4,28.5
54,,184,103,,49,,175,13630,11.84,Low,5.1,1.9,2850,66,38.4,28.5
24,,155,95,,24,,160,16114,5.66,High,6.8,1.9,3479,85,38.4,28.5
54,,185,99,,71,,113,2603,11.43,Medium,9,1.9,2074,54,38.4,28.5
22,,155,83,,66,,104,9872,0.77,High,8.2,1.9,3670,61,38.4,28.5
45,,167,89,,69,,141,17456,9.02,High,6.7,1.9,2250,53,38.4,28.5
52,,196,78,,38,,164,9865,9.39,Medium,4.5,1.9,3682,64,38.4,28.5
34,,150,72,,98,,163,2012,13.21,Low,6.7,1.9,2040,85,38.4,28.5
33,,190,86,,104,,130,3732,0.97,Low,5.8,1.9,3592,70,38.4,28.5
21,,176,68,,12,,147,3539,4.98,High,8,1.9,3399,89,38.4,28.5
19,,170,82,,15,,171,1189,6.62,Medium,6.3,1.9,1639,59,38.4,28.5
40,,177,74,,101,,97,3626,11.98,Medium,9.6,1.9,3536,52,38.4,28.5
26,,159,118,,92,,95,12271,6.96,Medium,6.5,1.9,2672,81,38.4,28.5
46,,171,62,,71,,93,11147,5.35,Medium,6.1,1.9,3703,77,38.4,28.5
20,,185,79,,23,,145,11001,11.29,High,4.2,1.9,3324,82,38.4,28.5
44,,161,96,,72,,81,17966,1.25,Low,5.1,1.9,2568,87,38.4,28.5
40,,160,108,,26,,115,5194,6.11,Medium,7.8,1.9,3179,78,38.4,28.5
35,,199,91,,115,,163,3236,9.2,Low,8.5,1.9,2890,89,38.4,28.5
52,,167,60,,79,,144,9529,9.56,Low,9.1,1.9,3507,89,38.4,28.5
42,,175,65,,82,,158,3096,6.67,Medium,5.6,1.9,2993,69,38.4,28.5
59,,178,115,,103,,164,19911,1.89,High,8.1,1.9,3198,51,38.4,28.5
19,,172,71,,106,,99,12138,7.05,Medium,5.3,1.9,3292,54,38.4,28.5
39,,186,70,,46,,166,8129,14.97,Medium,4.6,1.9,2732,64,38.4,28.5
23,,196,91,,57,,108,14794,7.74,Low,9.6,1.9,2606,57,38.4,28.5
36,,171,92,,105,,163,6188,6,Medium,7.5,1.9,1529,63,38.4,28.5
22,,187,63,,17,,168,8124,9.27,Medium,5.3,1.9,3740,85,38.4,28.5
37,,176,50,,109,,132,19478,4.36,High,9.2,1.9,3489,61,38.4,28.5
43,,152,98,,23,,86,19880,3.57,Low,5.9,1.9,1747,67,38.4,28.5
53,,175,77,,52,,132,12682,9.77,High,9.4,1.9,3429,55,38.4,28.5
30,,151,118,,77,,155,13858,2.15,High,8.8,1.9,3216,75,38.4,28.5
37,,171,63,,56,,136,8486,5.5,Low,7.7,1.9,1513,68,38.4,28.5
38,,168,106,,43,,82,17286,10.23,Low,6.9,1.9,3947,57,38.4,28.5
36,,173,112,,19,,128,17590,11.3,High,7.9,1.9,3515,57,38.4,28.5
24,,184,95,,87,,151,12116,8.08,Medium,6,1.9,3707,59,38.4,28.5
37,,178,69,,39,,137,6870,0.53,Medium,5.4,1.9,2459,82,38.4,28.5
48,,170,101,,69,,88,11649,1.84,Low,5.6,1.9,2471,59,38.4,28.5
40,,172,54,,114,,158,9984,6.08,High,9.1,1.9,1824,82,38.4,28.5
37,,187,53,,107,,156,4432,5.41,High,9.6,1.9,3343,83,38.4,28.5
36,,185,86,,61,,97,11873,8.41,Medium,9.2,1.9,1937,61,38.4,28.5
29,,197,108,,12,,108,13759,8.77,High,7.5,1.9,1708,56,38.4,28.5
55,,184,97,,17,,152,1829,7.93,Low,5.7,1.9,1925,54,38.4,28.5
29,,170,102,,30,,167,16627,9.94,Low,4.3,1.9,2047,66,38.4,28.5
59,,186,115,,40,,94,2763,13.14,High,8.1,1.9,1564,77,38.4,28.5
44,,182,108,,51,,103,16668,14.56,High,7.6,1.9,2571,54,38.4,28.5
45,,178,58,,85,,169,14094,13.53,Low,6.6,1.9,3199,76,38.4,28.5
18,,194,119,,53,,133,4457,13.11,Low,6.3,1.9,2545,54,38.4,28.5
49,,151,104,,10,,141,11449,1.78,Medium,9.5,1.9,1889,50,38.4,28.5
37,,171,60,,10,,125,7074,4.98,Low,7.8,1.9,2801,86,38.4,28.5
24,,197,55,,119,,131,9274,3.24,High,4.9,1.9,2104,73,38.4,28.5
21,,179,90,,87,,98,8374,2.71,Medium,7.8,1.9,2557,86,38.4,28.5
58,,154,104,,71,,176,7044,3.95,Low,7.6,1.9,3109,51,38.4,28.5
41,,170,95,,29,,146,6237,10.14,High,4.4,1.9,3676,60,38.4,28.5
54,,189,72,,104,,165,4584,10.92,High,9.4,1.9,2699,87,38.4,28.5
25,,158,54,,75,,125,6082,1.25,High,8.9,1.9,2571,63,38.4,28.5
45,,158,84,,45,,168,8390,8.19,Low,6.6,1.9,2211,82,38.4,28.5
44,,184,89,,53,,150,18623,5.83,Medium,7.9,1.9,1795,58,38.4,28.5
40,,199,77,,65,,106,17265,9.68,Low,6.6,1.9,1942,61,38.4,28.5
58,,172,50,,55,,120,11201,3.83,Low,5.7,1.9,2661,75,38.4,28.5
34,,179,108,,50,,111,16812,14.51,Medium,9.5,1.9,2130,68,38.4,28.5
58,,151,114,,83,,175,13409,4.99,High,5.9,1.9,3728,56,38.4,28.5
22,,189,58,,63,,121,5589,10.54,High,5.8,1.9,3985,89,38.4,28.5
36,,199,100,,102,,176,16289,11.64,Medium,8.4,1.9,3992,66,38.4,28.5
48,,150,99,,58,,135,9482,11.14,Low,6.6,1.9,2791,64,38.4,28.5
41,,168,90,,74,,153,4347,7.23,Low,6.1,1.9,2545,61,38.4,28.5
22,,183,86,,72,,136,1898,9.22,Medium,6.9,1.9,3800,70,38.4,28.5
56,,163,74,,94,,90,11565,3.72,Low,5,1.9,2297,81,38.4,28.5
32,,183,110,,46,,139,8158,12.35,Medium,4.2,1.9,1775,56,38.4,28.5
33,,182,119,,82,,122,1839,4.71,High,9.6,1.9,2799,84,38.4,28.5
35,,199,62,,49,,123,7458,4.69,High,7.4,1.9,3923,52,38.4,28.5
55,,159,95,,91,,103,2314,3.91,Low,7.8,1.9,2409,61,38.4,28.5
59,,164,102,,78,,152,4095,7.93,Low,7.9,1.9,3662,71,38.4,28.5
47,,151,109,,84,,113,1078,10.42,Low,4.7,1.9,2594,66,38.4,28.5
45,,167,119,,100,,135,4838,13.82,High,5.7,1.9,3848,55,38.4,28.5
37,,199,50,,86,,178,12445,6.51,Medium,8.6,1.9,1769,64,38.4,28.5
50,,178,116,,88,,171,2827,5.19,Low,6.1,1.9,3949,63,38.4,28.5
28,,160,50,,15,,103,10876,8.52,Low,5.7,1.9,2259,87,38.4,28.5
41,,166,76,,15,,129,5211,7.31,High,8.8,1.9,2558,62,38.4,28.5
31,,151,102,,39,,116,5714,11.65,Low,9.6,1.9,3592,79,38.4,28.5
35,,161,79,,28,,177,6648,7.93,High,7.1,1.9,3837,88,38.4,28.5
58,,186,108,,22,,104,4407,10.9,High,9.5,1.9,3900,70,38.4,28.5
19,,171,52,,66,,111,1298,1.55,Low,8,1.9,1883,83,38.4,28.5
37,,155,104,,30,,133,17413,5.4,Low,6.4,1.9,2037,87,38.4,28.5
44,,160,74,,28,,107,14019,2.63,Low,7.6,1.9,3200,66,38.4,28.5
39,,172,77,,70,,170,7575,12.27,Medium,5.1,1.9,3655,79,38.4,28.5
45,,188,106,,32,,112,4156,6.96,Low,4.7,1.9,2329,69,38.4,28.5
29,,167,110,,44,,179,14565,4.55,Medium,7.3,1.9,2071,66,38.4,28.5
22,,197,100,,97,,152,3781,0.57,Medium,8.9,1.9,3643,85,38.4,28.5
46,,181,84,,64,,132,13810,3.55,Low,8,1.9,3700,69,38.4,28.5
43,,192,83,,106,,109,15290,2.52,Low,7.6,1.9,3241,55,38.4,28.5
45,,185,54,,68,,99,16950,3.53,Low,7.5,1.9,2958,66,38.4,28.5
30,,171,78,,67,,97,19712,14.57,Low,5.6,1.9,2450,56,38.4,28.5
55,,166,95,,94,,154,16032,2.35,High,9.3,1.9,3131,50,38.4,28.5
47,,168,60,,25,,157,12603,14.02,Low,9.2,1.9,3914,56,38.4,28.5
29,,173,83,,99,,135,13965,13.66,Medium,6.9,1.9,2131,54,38.4,28.5
42,,173,85,,83,,177,5255,6.5,High,5.7,1.9,1709,72,38.4,28.5
55,,156,110,,106,,140,10299,10.7,Medium,9.5,1.9,2790,73,38.4,28.5
32,,179,113,,54,,158,15476,7.08,High,7.3,1.9,3731,53,38.4,28.5
44,,158,104,,45,,176,1414,7.4,High,5.2,1.9,3739,61,38.4,28.5
52,,172,108,,33,,99,9960,7.69,High,6.7,1.9,2862,69,38.4,28.5
59,,155,82,,35,,145,15267,9.23,High,7.9,1.9,3200,71,38.4,28.5
52,,185,60,,27,,130,19910,7.97,Medium,4.8,1.9,1821,71,38.4,28.5
40,,186,72,,18,,167,9776,10.89,High,5.2,1.9,2360,78,38.4,28.5
25,,155,96,,36,,173,9421,12.18,High,6.5,1.9,3521,53,38.4,28.5
29,,159,66,,63,,115,11716,10.93,Medium,9.2,1.9,3148,57,38.4,28.5
42,,160,78,,94,,135,7160,10.92,High,6.3,1.9,2644,54,38.4,28.5
59,,183,110,,118,,133,9172,6.48,High,5,1.9,2016,60,38.4,28.5
22,,161,107,,18,,168,10232,4.83,High,5,1.9,3031,79,38.4,28.5
55,,178,53,,26,,101,18521,3.72,High,6.5,1.9,1519,88,38.4,28.5
23,,182,58,,99,,143,16008,13.41,Medium,5.5,1.9,3468,65,38.4,28.5
28,,168,50,,19,,132,11914,0.72,Low,5.3,1.9,2044,69,38.4,28.5
28,,152,88,,43,,147,17722,8.32,Low,5.7,1.9,2732,58,38.4,28.5
25,,169,84,,91,,124,3698,6.31,High,6.2,1.9,3181,65,38.4,28.5
49,,195,100,,26,,157,5953,11.41,High,7.6,1.9,3637,68,38.4,28.5
54,,187,73,,61,,147,5711,2.62,Medium,5.4,1.9,2814,70,38.4,28.5
25,,191,75,,84,,159,2965,13.01,High,8.5,1.9,3973,62,38.4,28.5
57,,183,64,,63,,137,3601,7.92,Low,9.5,1.9,3301,78,38.4,28.5
52,,165,66,,38,,87,17464,6.56,High,6.5,1.9,2446,78,38.4,28.5
56,,171,53,,34,,154,19728,8.33,High,8,1.9,3188,53,38.4,28.5
51,,192,69,,55,,174,2676,14.8,High,4.2,1.9,2252,62,38.4,28.5
40,,198,98,,85,,163,3859,10.82,High,9.3,1.9,2291,86,38.4,28.5
46,,174,107,,39,,107,16162,13.74,Low,6.3,1.9,3653,57,38.4,28.5
28,,193,58,,31,,147,13500,6.07,Medium,9.7,1.9,2386,54,38.4,28.5
41,,152,50,,10,,127,4470,11.33,High,9.9,1.9,1704,82,38.4,28.5
39,,198,62,,96,,99,11095,7.91,Medium,5.5,1.9,3924,52,38.4,28.5
54,,161,58,,41,,125,10291,11.67,Low,4.5,1.9,2751,67,38.4,28.5
24,,186,84,,65,,139,17460,3.84,High,9.9,1.9,3443,59,38.4,28.5
48,,172,112,,100,,80,11889,4.83,High,9.8,1.9,3642,85,38.4,28.5
30,,199,112,,86,,152,5083,9.74,Medium,8.6,1.9,3627,57,38.4,28.5
22,,150,61,,61,,142,12731,3.24,High,9.4,1.9,1501,82,38.4,28.5
46,,197,117,,11,,96,6952,7.18,Low,5.2,1.9,2228,59,38.4,28.5
39,,156,99,,49,,138,11946,4.94,High,4.1,1.9,3327,76,38.4,28.5
34,,164,112,,77,,87,12921,12.3,Medium,8.5,1.9,2055,57,38.4,28.5
39,,199,73,,11,,81,6895,10.31,Medium,4.3,1.9,2059,57,38.4,28.5
56,,190,102,,87,,143,12926,5.07,Low,4,1.9,1674,78,38.4,28.5
42,,180,88,,80,,114,11711,3.46,High,7.5,1.9,3371,81,38.4,28.5
39,,166,50,,64,,85,16276,8.75,High,5.8,1.9,3894,65,38.4,28.5
20,,184,54,,57,,112,16506,0.51,High,9.9,1.9,1761,77,38.4,28.5
58,,181,111,,81,,164,5253,5.28,Low,6,1.9,2246,64,38.4,28.5
41,,193,78,,101,,96,5841,13.66,Medium,7.2,1.9,3849,64,38.4,28.5
48,,183,104,,106,,155,17803,1.5,High,6.4,1.9,3816,85,38.4,28.5
33,,170,93,,101,,167,11189,11.23,High,4.1,1.9,3977,84,38.4,28.5
35,,156,90,,92,,103,2877,12.79,Low,9.1,1.9,1812,64,38.4,28.5
44,,151,110,,77,,115,17248,7.99,Low,9.3,1.9,3700,67,38.4,28.5
53,,183,100,,59,,98,16108,2.18,Medium,6.3,1.9,1510,69,38.4,28.5
32,,151,56,,104,,149,17202,0.97,Medium,4.8,1.9,2579,55,38.4,28.5
46,,186,82,,100,,86,8637,12.86,Low,6.6,1.9,2531,83,38.4,28.5
18,,151,118,,30,,115,1537,6.64,High,4.3,1.9,1905,71,38.4,28.5
31,,179,84,,97,,173,18683,3.56,High,6.3,1.9,2456,81,38.4,28.5
57,,194,78,,95,,140,6355,1.93,Low,10,1.9,2954,87,38.4,28.5
49,,177,84,,46,,101,4625,9.92,Medium,8.9,1.9,2424,65,38.4,28.5
31,,154,61,,36,,153,7066,7.89,High,5.3,1.9,3432,69,38.4,28.5
23,,154,91,,14,,111,7514,9.42,Medium,7.5,1.9,3103,84,38.4,28.5
37,,184,87,,103,,141,16520,5.42,High,6.2,1.9,3753,79,38.4,28.5
41,,175,104,,104,,146,18457,4.55,Medium,7.2,1.9,3328,84,38.4,28.5
47,,172,67,,24,,150,18342,6.38,Low,8.4,1.9,2232,60,38.4,28.5
49,,172,51,,108,,96,3701,9.37,High,7.2,1.9,3043,82,38.4,28.5
26,,166,54,,55,,91,18164,2.94,High,6.7,1.9,2600,64,38.4,28.5
46,,171,79,,35,,93,2563,11.66,Medium,5.2,1.9,2221,75,38.4,28.5
30,,167,54,,99,,102,13129,7.14,Medium,7.6,1.9,1633,54,38.4,28.5
26,,186,102,,49,,145,3684,14.44,Medium,10,1.9,2603,80,38.4,28.5
18,,167,90,,82,,137,8099,8.35,Low,4.3,1.9,3967,62,38.4,28.5
35,,167,108,,78,,91,16135,12.4,High,9,1.9,3930,74,38.4,28.5
58,,165,52,,77,,132,1487,5.51,High,5.7,1.9,2857,68,38.4,28.5
18,,198,92,,96,,122,17327,11.11,High,9.2,1.9,1546,58,38.4,28.5
30,,174,110,,43,,94,11284,1.74,Medium,9.8,1.9,2078,64,38.4,28.5
51,,151,119,,74,,145,15961,10.31,Low,6.3,1.9,3655,61,38.4,28.5
47,,163,75,,48,,168,13533,8.95,High,9.1,1.9,3499,73,38.4,28.5
29,,189,58,,87,,126,15538,5.86,Low,9.7,1.9,2595,67,38.4,28.5
29,,156,113,,35,,84,5897,11.58,Low,4.7,1.9,2085,65,38.4,28.5
57,,155,78,,70,,168,4851,0.75,Low,4.8,1.9,2909,59,38.4,28.5
35,,193,81,,111,,101,3198,14.9,High,4.9,1.9,2572,62,38.4,28.5
40,,194,60,,92,,155,13393,6.93,High,5,1.9,3681,58,38.4,28.5
52,,183,95,,63,,178,18155,3.17,Low,9.1,1.9,3201,75,38.4,28.5
38,,185,63,,60,,146,2705,4.4,High,5.5,1.9,1699,85,38.4,28.5
25,,160,55,,87,,155,8783,3.36,Low,8.9,1.9,1747,78,38.4,28.5
49,,175,91,,75,,118,7339,10.28,Low,7.2,1.9,3996,87,38.4,28.5
56,,155,53,,27,,88,8010,8.84,Medium,8.7,1.9,1542,82,38.4,28.5
26,,194,77,,48,,173,8512,14.43,Low,7.8,1.9,2737,82,38.4,28.5
26,,174,64,,32,,109,4753,4.12,Medium,5.1,1.9,3871,74,38.4,28.5
39,,178,65,,35,,177,15565,1.96,Medium,6.8,1.9,2938,85,38.4,28.5
59,,187,58,,105,,138,14861,11.22,High,6.4,1.9,2409,66,38.4,28.5
49,,169,53,,108,,118,10352,10.76,High,9.7,1.9,2529,65,38.4,28.5
39,,176,113,,60,,114,17625,12.89,Low,9.5,1.9,3254,83,38.4,28.5
55,,192,57,,84,,98,3364,1.98,Low,5.2,1.9,2713,79,38.4,28.5
28,,183,65,,79,,90,16674,7.72,Low,6.3,1.9,3108,75,38.4,28.5
41,,161,73,,87,,110,13990,2.85,High,8.9,1.9,3854,77,38.4,28.5
50,,182,70,,15,,152,18760,13.01,High,7.7,1.9,3933,52,38.4,28.5
33,,181,65,,102,,136,5519,12.4,High,9.6,1.9,3729,70,38.4,28.5
57,,161,59,,101,,152,11742,5.26,High,7.3,1.9,1517,65,38.4,28.5
47,,150,80,,39,,177,18962,6.45,Medium,4.8,1.9,2226,79,38.4,28.5
36,,152,71,,19,,113,6216,9.95,High,6.1,1.9,1539,76,38.4,28.5
50,,184,91,,29,,136,16801,6.18,High,6.1,1.9,3534,81,38.4,28.5
46,,199,57,,16,,129,10806,6.44,Medium,4.3,1.9,1753,51,38.4,28.5
57,,188,90,,100,,114,10627,3.16,High,6.3,1.9,3359,63,38.4,28.5
34,,182,91,,97,,96,15039,3.47,High,5.8,1.9,3400,57,38.4,28.5
53,,188,56,,80,,161,15560,11.88,Medium,8.7,1.9,3290,77,38.4,28.5
48,,150,66,,70,,122,4907,12.24,Low,5.9,1.9,3827,62,38.4,28.5
23,,177,99,,73,,114,10978,13.39,High,9.6,1.9,2419,63,38.4,28.5
25,,155,88,,98,,168,2154,14.82,Medium,4.3,1.9,1612,84,38.4,28.5
54,,175,92,,52,,155,4433,11.09,High,6.6,1.9,3291,57,38.4,28.5
51,,174,85,,101,,162,13537,6.1,Low,7.3,1.9,3408,66,38.4,28.5
47,,153,74,,46,,89,5490,7.24,Medium,4.7,1.9,2573,63,38.4,28.5
46,,163,56,,96,,92,10034,11.91,Low,7.3,1.9,2272,85,38.4,28.5
41,,181,87,,79,,163,17854,4.59,Low,6.4,1.9,2682,68,38.4,28.5
38,,185,64,,100,,88,9489,1.87,High,8.9,1.9,3079,65,38.4,28.5
28,,191,95,,81,,175,9112,10.59,High,8.7,1.9,3518,75,38.4,28.5
27,,174,64,,71,,116,15127,7.94,Medium,4.1,1.9,1620,79,38.4,28.5
28,,180,119,,24,,175,7381,10.12,Low,5.1,1.9,2899,57,38.4,28.5
40,,184,113,,36,,171,9358,10.29,High,6.4,1.9,3303,58,38.4,28.5
55,,151,50,,99,,149,3840,1.95,Low,5.3,1.9,3411,72,38.4,28.5
23,,154,54,,21,,123,9392,12.26,Low,9.3,1.9,2506,51,38.4,28.5
50,,182,85,,103,,102,13808,8.65,Low,9.3,1.9,2371,79,38.4,28.5
43,,180,99,,29,,149,16002,14.78,Low,9.9,1.9,3310,58,38.4,28.5
31,,191,91,,55,,152,17200,7.87,Low,9.2,1.9,2323,51,38.4,28.5
25,,157,65,,83,,145,5689,7.05,Medium,6,1.9,2560,61,38.4,28.5
19,,192,118,,111,,164,3660,13.9,Medium,6.1,1.9,3241,60,38.4,28.5
41,,153,63,,118,,168,19814,2.1,Medium,7.7,1.9,1607,62,38.4,28.5
43,,183,53,,58,,161,1862,13.85,Medium,6.9,1.9,2054,68,38.4,28.5
28,,169,54,,70,,84,5835,12.7,Medium,8,1.9,1824,60,38.4,28.5
43,,164,72,,99,,141,18624,2.95,High,8.6,1.9,1775,54,38.4,28.5
30,,159,106,,12,,163,19190,6.88,High,7.8,1.9,1501,77,38.4,28.5
25,,171,69,,69,,160,17977,14.13,High,8.4,1.9,2644,50,38.4,28.5
28,,175,79,,21,,114,16617,7.72,High,8.6,1.9,1544,75,38.4,28.5
19,,164,101,,94,,174,3521,6.63,High,5.6,1.9,1577,81,38.4,28.5
37,,175,98,,64,,105,13154,2.06,Medium,4.7,1.9,2555,86,38.4,28.5
32,,199,69,,89,,149,9532,1.4,High,7.9,1.9,2559,82,38.4,28.5
40,,162,103,,72,,150,3321,1.41,High,5.9,1.9,3051,58,38.4,28.5
53,,160,92,,75,,157,2878,3.67,Low,6.7,1.9,2125,70,38.4,28.5
40,,150,70,,63,,164,17773,10.88,High,4.6,1.9,2610,74,38.4,28.5
36,,157,78,,19,,90,9130,2.98,Medium,5.8,1.9,2347,69,38.4,28.5
40,,176,63,,60,,116,1616,11.17,High,6.7,1.9,2956,89,38.4,28.5
41,,181,74,,117,,81,1955,1.86,Medium,4.2,1.9,2239,78,38.4,28.5
33,,175,87,,12,,158,5997,8.56,Medium,6.7,1.9,3520,61,38.4,28.5
18,,197,56,,97,,101,5165,6.75,Medium,4.3,1.9,2954,55,38.4,28.5
22,,152,89,,17,,153,12453,6.13,High,6.1,1.9,3283,89,38.4,28.5
21,,195,57,,16,,98,5313,9.65,Medium,5.2,1.9,3352,69,38.4,28.5
18,,192,88,,78,,107,4218,5.32,High,9.8,1.9,3779,53,38.4,28.5
18,,192,85,,56,,91,3416,10,Medium,4.5,1.9,2843,80,38.4,28.5
50,,171,109,,79,,141,5532,10.05,Low,7.1,1.9,2927,65,38.4,28.5
50,,181,53,,41,,90,14397,10.51,High,4.8,1.9,3662,76,38.4,28.5
27,,192,52,,63,,179,9591,2.79,Low,8.5,1.9,2989,74,38.4,28.5
59,,178,63,,106,,124,19517,11.24,Medium,9.3,1.9,2739,65,38.4,28.5
19,,161,74,,91,,110,16097,12.79,Low,5,1.9,2466,84,38.4,28.5
40,,160,94,,118,,105,12820,0.86,High,5,1.9,3098,83,38.4,28.5
18,,199,51,,17,,114,12765,8.88,Medium,9,1.9,2928,56,38.4,28.5
57,,168,88,,16,,80,4707,12.17,Low,8.5,1.9,1685,54,38.4,28.5
41,,193,92,,28,,80,6533,9.96,Medium,4.8,1.9,3573,86,38.4,28.5
23,,169,53,,21,,156,18709,11.43,Medium,9.5,1.9,3267,86,38.4,28.5
46,,191,72,,97,,163,18779,2.5,Low,7,1.9,1957,88,38.4,28.5
31,,169,107,,55,,93,9676,4.65,Low,7.7,1.9,2305,71,38.4,28.5
36,,152,106,,48,,138,2179,12.87,Low,5.4,1.9,3531,76,38.4,28.5
43,,197,52,,108,,123,16057,13.86,Low,6.2,1.9,2291,80,38.4,28.5
51,,186,90,,93,,151,7319,8.49,High,7.6,1.9,2533,73,38.4,28.5
44,,154,50,,73,,81,4639,11.77,Low,5.6,1.9,3506,74,38.4,28.5
33,,184,78,,15,,106,16221,11.55,Low,8.2,1.9,1753,68,38.4,28.5
32,,161,54,,65,,101,2506,4.89,Medium,5.4,1.9,1510,57,38.4,28.5
26,,188,109,,102,,90,2002,12.59,Medium,5.6,1.9,2752,70,38.4,28.5
51,,181,105,,42,,127,17748,10.61,Medium,7.6,1.9,3223,58,38.4,28.5
28,,176,85,,78,,147,16138,14.12,Medium,9.4,1.9,2670,51,38.4,28.5
31,,164,83,,32,,126,18297,9.92,High,4.1,1.9,1686,68,38.4,28.5
57,,187,110,,22,,154,5320,6.68,High,7,1.9,3223,65,38.4,28.5
33,,177,66,,60,,112,5380,9.5,Medium,6.7,1.9,3149,73,38.4,28.5
35,,166,79,,43,,99,13035,12.08,Low,5.1,1.9,3019,63,38.4,28.5
55,,186,110,,40,,126,11726,6.58,High,4.3,1.9,1708,70,38.4,28.5
22,,155,80,,109,,147,19161,12.3,High,6.3,1.9,2428,50,38.4,28.5
30,,151,114,,55,,179,19447,3.48,High,5.7,1.9,1843,65,38.4,28.5
53,,168,90,,21,,164,1002,4.47,Low,7.7,1.9,2504,51,38.4,28.5
23,,198,90,,56,,133,12809,13.93,High,6,1.9,3620,55,38.4,28.5
58,,168,110,,85,,80,5505,14.11,High,6.1,1.9,3427,63,38.4,28.5
58,,175,84,,67,,175,5530,1.08,Medium,9.4,1.9,2131,63,38.4,28.5
59,,185,51,,66,,157,3027,10.88,Medium,7.4,1.9,2419,69,38.4,28.5
21,,187,82,,27,,127,2494,0.72,Low,7.8,1.9,3513,69,38.4,28.5
57,,177,80,,89,,91,19832,9.83,Medium,8.7,1.9,3234,70,38.4,28.5
47,,173,90,,25,,175,8584,3.19,Low,8.3,1.9,1735,73,38.4,28.5
48,,172,93,,25,,122,15269,8.4,Low,7.6,1.9,3790,50,38.4,28.5
45,,165,83,,21,,101,5993,6.45,High,9.6,1.9,2369,89,38.4,28.5
25,,179,85,,81,,103,4782,14.27,Low,4.5,1.9,2337,65,38.4,28.5
43,,174,61,,40,,134,7141,14.49,High,5.2,1.9,3094,55,38.4,28.5
56,,163,86,,25,,157,10228,5.27,High,6,1.9,3594,53,38.4,28.5
27,,159,76,,115,,165,6900,9.28,High,9,1.9,2937,83,38.4,28.5
19,,172,50,,62,,103,3140,3.83,Medium,5.9,1.9,2886,81,38.4,28.5
43,,160,116,,85,,178,5509,10.15,Medium,6.6,1.9,1837,53,38.4,28.5
55,,195,117,,60,,83,5653,14.76,High,8.6,1.9,3707,85,38.4,28.5
31,,191,73,,35,,174,16846,12.97,Low,4,1.9,2703,63,38.4,28.5
36,,176,72,,89,,153,4594,13.85,High,9.5,1.9,2631,78,38.4,28.5
32,,151,101,,88,,92,13057,8.22,High,6.3,1.9,2692,80,38.4,28.5
49,,177,109,,62,,103,14646,12.63,Medium,6.7,1.9,2613,83,38.4,28.5
24,,152,56,,116,,97,18286,11.73,High,9.4,1.9,2778,56,38.4,28.5
44,,154,55,,34,,166,15805,7.13,Medium,6.6,1.9,3020,81,38.4,28.5
46,,150,103,,12,,106,8182,14.75,High,5.9,1.9,1815,89,38.4,28.5
34,,192,75,,25,,135,16890,1.64,Low,5.8,1.9,1866,63,38.4,28.5
40,,156,106,,39,,83,10079,1.95,High,8.1,1.9,2316,75,38.4,28.5
48,,150,91,,119,,116,8527,13.96,High,6.1,1.9,3576,70,38.4,28.5
45,,175,87,,85,,172,8418,2.44,High,9.3,1.9,3080,84,38.4,28.5
24,,199,84,,15,,106,18720,2.61,High,9.8,1.9,2300,87,38.4,28.5
41,,168,81,,27,,154,1300,6.23,High,10,1.9,2323,72,38.4,28.5
22,,174,104,,85,,133,14805,1.84,Medium,6.5,1.9,2459,60,38.4,28.5
43,,151,97,,92,,104,17272,14.13,Low,8,1.9,2291,83,38.4,28.5
27,,168,55,,30,,148,3656,10.32,Low,7.9,1.9,3181,53,38.4,28.5
47,,199,73,,58,,131,15075,10.81,Low,5.2,1.9,2884,72,38.4,28.5
32,,193,105,,17,,110,5133,14,Low,8,1.9,2638,85,38.4,28.5
37,,182,87,,116,,149,5714,14.05,High,5.9,1.9,3917,65,38.4,28.5
44,,161,116,,102,,88,5630,2.44,Low,9.9,1.9,3748,72,38.4,28.5
33,,167,107,,18,,91,18635,14.82,High,6.9,1.9,1641,50,38.4,28.5
35,,196,65,,21,,124,15773,2.73,Low,7.8,1.9,3721,54,38.4,28.5
53,,195,87,,108,,154,7330,2.04,Medium,8.9,1.9,3452,78,38.4,28.5
59,,158,66,,42,,131,17051,4.13,High,5.4,1.9,1728,66,38.4,28.5
45,,191,57,,64,,148,13310,11.94,Low,6.1,1.9,2429,84,38.4,28.5
30,,175,57,,62,,126,7763,6.77,Low,7.9,1.9,3663,85,38.4,28.5
36,,161,72,,21,,82,9144,10.34,Medium,4.1,1.9,1619,53,38.4,28.5
